Date;Q_24700000;Q_24850000;Q_25200000;Q_25950000;Q_26350000;Q_27500000;Q_28300000;Q_26800000;Q_26710000
2006-03-20;2079.62;2625.11;4583.86;3432.24;4842.82;8106.49;10189.5;694.641;418.654
2006-03-21;1852.5;2021.25;4606.16;3459.18;4963.67;8172.77;10361.8;708.939;438.815
2006-03-22;1416.22;1842.9;3776.46;3513.46;5070.49;8261.52;10448.5;717.541;455.266
2006-03-23;1159.08;1710.26;3221.26;3568.25;5178.31;8440.33;10535.4;726.16;474.117
2006-03-24;1034.24;1512.48;2970.12;3595.85;5271.52;8575.56;10579.0;740.563;484.746
2006-03-25;1259.24;1642.89;2680.48;3651.43;5365.47;8598.19;10579.0;746.338;495.486
2006-03-26;1091.49;1667.22;2847.34;3679.42;5460.15;8620.85;10579.0;749.227;499.813
2006-03-27;1077.08;1547.48;2932.14;3707.54;5491.87;8666.25;10622.6;766.606;499.813
2006-03-28;950.456;1382.3;2726.46;3735.79;5555.56;8734.56;10710.1;772.414;504.158
2006-03-29;1091.49;1582.9;2437.11;3764.18;5683.9;8894.87;10841.9;784.051;508.521
2006-03-30;1211.16;1343.92;2589.36;3807.0;5716.19;9196.07;11107.5;798.638;521.717
2006-03-31;1062.73;1232.24;2384.18;3807.0;5764.77;9430.83;11510.8;822.069;532.836
2006-04-01;1128.5;1165.7;2253.71;3792.69;5846.15;9596.75;12288.4;851.516;550.857
2006-04-02;1037.79;1125.73;2159.73;3792.69;5944.46;9716.06;12908.5;878.163;564.559
2006-04-03;882.595;1076.82;2000.87;3764.18;6026.94;9836.03;13057.2;907.931;573.782
2006-04-04;839.459;1101.13;1886.65;3693.46;6143.26;9980.88;13132.0;934.861;585.41
2006-04-05;800.334;1279.47;1943.45;3623.57;6210.16;10224.4;13510.0;964.936;594.792
2006-04-06;736.629;1588.84;2562.25;3568.25;6260.55;10371.8;13663.2;980.033;599.51
2006-04-07;1232.38;1914.5;2922.68;3623.57;6311.12;10421.1;13740.3;992.138;606.619
2006-04-08;1505.0;2236.93;3250.71;3554.51;6344.94;10520.1;13740.3;1037.75;613.768
2006-04-09;1928.76;2831.7;3922.84;3486.25;6378.83;10669.4;13740.3;1053.03;623.362
2006-04-10;2176.52;2509.73;4628.5;3365.44;6446.85;10844.8;13895.3;1062.22;640.321
2006-04-11;1852.5;2309.01;4417.86;3247.24;6498.08;10920.3;13973.2;1080.63;640.321
2006-04-12;1553.71;1785.41;4049.91;3247.24;6549.48;10970.8;13895.3;1092.93;650.109
2006-04-13;1358.85;1588.84;3369.49;3247.24;6601.07;10996.1;13701.7;1105.26;657.496
2006-04-14;1084.28;1338.49;2866.11;3299.45;6583.85;11021.4;13586.5;1114.52;655.029
2006-04-15;978.102;1216.71;2472.63;3352.18;6566.66;11250.4;13740.3;1126.88;657.496
2006-04-16;967.701;1559.24;2159.73;3392.06;6549.48;11533.2;13856.4;1151.68;657.496
2006-04-17;1358.85;1571.04;2535.25;3432.24;6480.98;11740.8;14051.4;1170.34;662.442
2006-04-18;1164.22;1512.48;2717.24;3486.25;6412.8;11950.1;14287.8;1189.05;659.967
2006-04-19;1108.39;1455.11;2671.31;3513.46;6378.83;12055.4;14526.8;1204.68;657.496
2006-04-20;929.908;1387.83;2643.89;3540.79;6311.12;12161.1;14768.4;1229.76;645.206
2006-04-21;865.912;1333.06;2463.74;3568.25;6243.74;12373.7;15012.7;1254.92;640.321
2006-04-22;810.053;1196.17;2288.24;3595.85;6193.41;12507.5;15177.1;1277.0;640.321
2006-04-23;771.433;1052.8;2075.57;3595.85;6143.26;12804.0;15177.1;1286.49;637.885
2006-04-24;711.681;946.02;1806.57;3554.51;6109.92;13076.2;15259.8;1318.19;633.027
2006-04-25;702.405;862.404;1605.12;3352.18;6109.92;13131.0;15342.7;1318.19;625.772
2006-04-26;708.584;841.086;1475.43;3247.24;6126.58;13185.8;15635.3;1330.9;623.362
2006-04-27;638.708;799.306;1414.99;3093.67;6109.92;13213.3;15931.6;1343.64;613.768
2006-04-28;600.376;758.663;1349.49;2920.25;6076.67;13268.3;16102.6;1353.2;594.792
2006-04-29;571.472;738.766;1285.05;2683.09;6043.5;13295.9;16102.6;1356.39;580.745
2006-04-30;543.084;723.052;1244.6;2480.13;6026.94;13351.1;16017.0;1356.39;571.469
2006-05-01;523.523;664.92;1215.98;2323.56;5928.03;13406.3;15889.1;1359.58;557.688
2006-05-02;509.708;610.202;1142.62;2184.86;5846.15;13434.0;15804.2;1359.58;548.589
2006-05-03;493.307;614.022;1054.47;2016.04;5748.56;13517.2;15761.9;1356.39;530.603
2006-05-04;485.178;602.601;1032.81;1923.74;5619.57;13572.8;15719.6;1353.2;517.301
2006-05-05;479.786;595.054;1022.03;1820.25;5491.87;13740.2;15677.4;1350.01;499.813
2006-05-06;461.085;583.835;1011.3;1725.19;5334.07;13740.2;15761.9;1343.64;486.885
2006-05-07;455.791;572.736;995.267;1638.2;5162.84;13712.2;15846.6;1330.9;474.117
2006-05-08;445.269;565.404;979.322;1571.05;4963.67;13628.5;15846.6;1327.72;451.126
2006-05-09;440.041;550.899;963.465;1510.91;4723.29;13517.2;15761.9;1324.54;418.654
2006-05-10;429.651;543.726;947.696;1463.45;4459.18;13434.0;15593.3;1311.84;392.629
2006-05-11;424.49;536.606;932.014;1422.38;4173.62;13406.3;15509.5;1305.49;363.777
2006-05-12;419.351;529.54;921.609;1375.98;3882.8;13295.9;15425.9;1292.82;327.602
2006-05-13;414.235;522.526;906.076;1347.28;3601.28;13158.4;15259.8;1277.0;287.065
2006-05-14;406.603;508.657;895.77;1318.81;3393.09;13048.9;15259.8;1261.22;267.141
2006-05-15;401.543;501.802;880.386;1284.94;3190.39;12939.8;15177.1;1245.47;247.462
2006-05-16;399.022;494.999;865.092;1268.13;3041.99;12831.1;15094.8;1226.62;220.827
2006-05-17;393.996;488.248;854.947;1251.4;2896.72;12588.0;14931.0;1201.55;202.965
2006-05-18;388.993;481.55;839.804;1234.76;2778.07;12347.1;14768.4;1173.46;190.03
2006-05-19;384.013;478.22;829.76;1218.2;2661.61;12081.8;14526.8;1145.48;177.24
2006-05-20;376.587;474.904;819.758;1201.72;2547.36;11740.8;14367.1;1123.79;165.745
2006-05-21;379.057;468.31;814.771;1185.33;2479.87;11276.0;13973.2;1092.93;155.511
2006-05-22;393.996;458.517;804.83;1169.02;2391.13;10970.8;13663.2;1065.28;146.508
2006-05-23;455.791;448.841;789.995;1152.8;2325.52;10594.6;13282.3;1031.65;136.488
2006-05-24;509.708;452.053;770.361;1136.66;2260.71;10126.7;12908.5;998.2;130.974
2006-05-25;477.098;488.248;770.361;1120.61;2196.71;9740.0;12427.8;952.887;123.318
2006-05-26;458.435;558.124;804.83;1104.65;2133.53;9219.42;11737.4;901.964;117.898
2006-05-27;440.041;519.039;890.632;1088.77;2081.49;8803.1;11420.7;827.945;113.591
2006-05-28;414.235;484.892;880.386;1072.97;2019.81;8350.71;10841.9;752.119;109.312
2006-05-29;388.993;471.6;829.76;1057.27;1989.27;8040.45;10361.8;671.867;104.001
2006-05-30;374.123;461.768;799.875;1041.65;1961.18;7735.49;9848.23;582.079;99.7854
2006-05-31;364.326;455.278;785.071;1026.11;1953.35;7235.59;9428.38;513.49;96.6426
2006-06-01;359.462;442.454;775.254;1010.67;1953.35;6819.9;9138.92;457.027;91.4425
2006-06-02;354.622;426.715;760.607;995.312;1929.95;6479.04;8491.17;417.389;88.3457
2006-06-03;352.211;420.509;736.406;980.044;1906.68;6146.61;8057.13;404.312;85.267
2006-06-04;345.012;417.426;722.013;969.914;1875.85;5782.71;7329.43;399.101;82.2067
2006-06-05;340.243;414.355;717.237;954.794;1837.65;5487.64;7031.46;388.712;80.1769
2006-06-06;335.498;411.297;707.716;939.763;1799.8;5218.96;6847.79;378.37;77.1483
2006-06-07;330.776;405.219;702.972;924.822;1762.32;5012.42;6415.09;360.384;73.1409
2006-06-08;330.776;399.193;693.516;909.97;1725.19;4828.14;6168.01;347.627;70.159
2006-06-09;326.079;393.217;679.413;895.209;1688.44;4629.27;5856.17;334.948;68.1828
2006-06-10;323.739;390.249;670.066;880.539;1659.29;4416.93;5584.53;322.349;66.0388
2006-06-11;319.078;387.293;665.409;865.96;1630.38;4260.82;5351.16;309.831;63.9124
2006-06-12;316.757;381.419;656.127;851.472;1608.85;4124.33;5186.96;299.877;62.8609
2006-06-13;314.441;378.501;647.081;837.076;1587.45;3973.34;4928.59;289.977;59.7528
2006-06-14;312.132;375.596;643.218;822.772;1559.13;3841.41;4706.95;282.59;59.7528
2006-06-15;307.532;372.703;639.363;808.561;1552.08;3727.72;4551.18;272.789;57.7198
2006-06-16;307.532;369.823;631.674;794.443;1524.05;3631.59;4551.18;260.621;54.729
2006-06-17;307.532;364.101;627.842;780.419;1503.18;3536.67;4551.18;250.954;51.8092
2006-06-18;302.956;358.43;620.2;766.488;1475.56;3411.99;4520.28;241.348;51.8092
2006-06-19;298.405;358.43;612.588;752.652;1454.99;3289.47;4520.28;236.569;48.0272
2006-06-20;298.405;352.808;608.794;738.91;1441.36;3169.11;4428.1;234.185;46.1841
2006-06-21;293.879;352.808;601.229;725.264;1414.27;3080.25;4126.44;231.806;44.3731
2006-06-22;293.879;347.237;593.695;711.713;1400.81;3050.91;3833.51;224.692;44.3731
2006-06-23;289.377;344.47;586.192;698.258;1387.41;3036.28;3410.71;217.615;42.5944
2006-06-24;289.377;341.716;582.452;684.9;1374.07;3021.69;3274.27;210.576;42.5944
2006-06-25;289.377;341.716;578.721;676.048;1347.57;2906.2;3193.5;208.239;40.8481
2006-06-26;284.901;336.245;578.721;671.639;1334.41;2835.12;3087.08;201.253;39.1343
2006-06-27;284.901;336.245;571.281;667.24;1321.31;2792.88;3008.23;196.617;39.1343
2006-06-28;284.901;333.528;567.572;667.24;1308.27;2750.94;2930.22;192.0;37.4533
2006-06-29;284.901;330.824;563.872;667.24;1295.29;2695.5;2878.67;185.109;37.4533
2006-06-30;282.672;328.132;560.18;658.475;1282.36;2640.6;2802.06;166.943;35.8052
2006-07-01;278.233;328.132;560.18;654.109;1269.5;2586.25;2651.35;166.943;34.1901
2006-07-02;280.449;325.452;556.496;649.753;1256.7;2532.44;2601.87;160.214;32.6083
2006-07-03;284.901;333.528;552.819;641.076;1243.95;2484.19;2528.37;155.753;32.6083
2006-07-04;282.672;330.824;560.18;632.442;1231.27;2430.39;2431.7;151.314;31.8299
2006-07-05;287.136;330.824;556.496;628.141;1218.64;2377.32;2336.57;146.896;31.0598
2006-07-06;289.377;328.132;556.496;615.306;1212.35;2342.34;2313.02;142.5;30.2981
2006-07-07;284.901;328.132;552.819;606.804;1206.08;2307.68;2253.21;138.127;29.5449
2006-07-08;280.449;325.452;552.819;602.57;1193.57;2256.28;2194.16;133.776;29.5449
2006-07-09;278.233;320.13;549.151;598.347;1181.13;2205.59;2164.93;129.449;28.0638
2006-07-10;271.622;314.858;541.839;594.135;1174.93;2172.2;2135.89;123.004;28.0638
2006-07-11;269.432;309.635;534.558;589.935;1168.74;2139.12;2078.38;120.868;26.6166
2006-07-12;267.247;304.461;527.31;589.935;1162.57;2106.35;2049.92;112.387;26.6166
2006-07-13;262.897;299.337;520.095;585.745;1156.42;2073.89;2007.59;110.283;26.6166
2006-07-14;262.897;299.337;512.912;577.4;1150.28;2025.78;1965.69;99.8653;25.2035
2006-07-15;260.732;294.262;509.333;573.244;1144.15;1978.37;1910.5;95.7474;24.5099
2006-07-16;256.42;291.742;502.2;569.1;1131.95;1947.15;1883.19;91.6587;23.8249
2006-07-17;254.274;289.235;495.099;560.844;1119.8;1916.23;1869.61;91.6587;22.4808
2006-07-18;252.135;286.741;491.562;548.547;1107.72;1900.88;1842.59;87.6002;22.4808
2006-07-19;252.135;286.741;488.032;536.351;1095.69;1885.61;1829.16;83.5729;21.1715
2006-07-20;250.002;284.258;484.511;528.278;1083.73;1855.3;1802.43;79.6483;21.1715
2006-07-21;250.002;281.788;484.511;524.259;1071.83;1825.3;1775.9;78.4166;20.53
2006-07-22;247.875;281.788;480.999;516.255;1059.98;1780.85;1775.9;74.798;19.8972
2006-07-23;247.875;279.329;477.495;512.271;1048.2;1737.07;1762.71;72.4485;19.8972
2006-07-24;245.755;276.883;477.495;504.336;1036.48;1708.26;1749.56;70.1487;18.6582
2006-07-25;243.642;274.449;470.511;492.522;1024.82;1708.26;1723.41;67.8981;18.6582
2006-07-26;243.642;274.449;467.032;484.704;1013.21;1679.75;1684.56;67.8981;18.052
2006-07-27;241.535;269.618;467.032;484.704;1007.44;1651.53;1633.42;65.6962;17.4548
2006-07-28;239.434;269.618;460.1;484.704;1001.67;1623.61;1620.76;63.5424;17.4548
2006-07-29;239.434;264.835;460.1;476.934;990.195;1609.76;1608.15;60.4008;16.2871
2006-07-30;237.341;264.835;453.201;473.066;984.477;1595.98;1595.58;58.365;15.7168
2006-07-31;237.341;260.1;449.765;469.21;978.776;1568.64;1583.06;57.3644;15.1555
2006-08-01;235.253;257.751;446.337;465.366;973.089;1541.59;1570.59;55.3978;15.1555
2006-08-02;235.253;255.414;439.508;461.534;967.418;1514.83;1521.2;53.4767;14.6033
2006-08-03;235.253;255.414;436.106;457.714;956.121;1501.56;1496.8;52.533;14.0603
2006-08-04;235.253;253.089;436.106;453.905;950.495;1488.36;1472.59;52.533;14.0603
2006-08-05;235.253;250.776;432.713;450.109;944.885;1462.18;1448.57;50.6791;13.5264
2006-08-06;231.099;250.776;429.328;446.325;933.71;1436.28;1424.75;48.8693;13.0017
2006-08-07;224.917;248.475;425.952;442.552;928.146;1410.67;1412.91;47.1031;13.0017
2006-08-08;224.917;246.185;422.586;438.792;922.597;1385.34;1354.45;45.38;13.0017
2006-08-09;224.917;246.185;419.227;431.307;917.063;1372.78;1319.95;43.6994;12.4863
2006-08-10;224.917;243.908;415.878;423.871;911.544;1360.3;1285.89;43.6994;11.9801
2006-08-11;222.87;241.643;415.878;416.483;906.041;1335.53;1274.63;42.8749;11.9801
2006-08-12;220.83;241.643;412.537;409.145;900.553;1323.25;1263.43;39.6806;10.9958
2006-08-13;220.83;237.148;412.537;405.494;895.08;1311.05;1241.16;38.1448;10.9958
2006-08-14;218.796;237.148;405.883;405.494;889.623;1286.84;1219.08;36.6491;9.8921
2006-08-15;216.769;232.701;402.569;401.855;884.181;1274.84;1208.12;35.193;9.3438
2006-08-16;216.769;232.701;399.264;398.228;878.754;1262.91;1186.34;35.193;8.8154
2006-08-17;216.769;230.496;395.967;394.614;867.947;1239.26;1164.75;35.193;8.8154
2006-08-18;214.749;228.302;392.68;387.423;867.947;1239.26;1132.73;34.4797;8.8154
2006-08-19;212.735;228.302;392.68;383.846;862.566;1215.88;1132.73;33.776;8.3067
2006-08-20;208.729;226.12;389.402;380.282;857.201;1192.78;1132.73;33.082;7.8174
2006-08-21;208.729;223.95;386.133;373.191;851.851;1192.78;1122.16;32.3976;7.8174
2006-08-22;206.736;223.95;382.873;366.149;846.517;1181.33;1111.63;31.7227;7.8174
2006-08-23;204.75;223.95;382.873;359.159;835.894;1169.95;1090.73;31.0572;7.3471
2006-08-24;204.75;228.302;392.68;352.219;825.333;1169.95;1090.73;31.0572;7.3471
2006-08-25;204.75;246.185;386.133;352.219;814.834;1158.64;1090.73;30.4011;6.8955
2006-08-26;204.75;255.414;379.622;348.767;809.607;1147.39;1070.02;30.4011;6.8955
2006-08-27;204.75;250.776;373.147;345.329;804.396;1136.21;1059.73;30.4011;6.4622
2006-08-28;220.83;246.185;373.147;345.329;804.396;1114.06;1049.5;29.7542;6.4622
2006-08-29;237.341;237.148;366.71;341.904;799.201;1103.08;1039.31;29.7542;6.4622
2006-08-30;237.341;253.089;360.309;335.091;794.021;1092.17;999.063;29.1167;6.0469
2006-08-31;241.535;291.742;360.309;331.704;788.856;1092.17;999.063;29.1167;6.0469
2006-09-01;241.535;291.742;360.309;331.704;783.707;1070.55;989.122;28.4883;6.0469
2006-09-02;237.341;286.741;357.122;328.331;778.574;1059.84;989.122;27.869;6.0469
2006-09-03;298.405;344.47;353.944;318.286;773.456;1049.2;959.592;26.0651;5.6492
2006-09-04;335.498;387.293;350.776;324.97;768.353;1038.63;949.847;25.4816;5.6492
2006-09-05;298.405;358.43;347.618;338.491;763.266;1028.11;940.15;25.4816;5.2688
2006-09-06;254.274;317.488;347.618;355.682;763.266;1017.67;930.502;26.0651;5.2688
2006-09-07;233.173;291.742;344.468;376.73;773.456;1007.29;911.353;25.4816;4.9054
2006-09-08;226.971;276.883;341.328;405.494;783.707;996.976;901.852;25.4816;4.9054
2006-09-09;224.917;274.449;341.328;427.583;788.856;996.976;892.4;24.9068;4.5586
2006-09-10;224.917;272.028;341.328;442.552;794.021;996.976;882.997;23.7834;3.9133
2006-09-11;224.917;272.028;341.328;446.325;804.396;996.976;873.642;23.2346;3.9133
2006-09-12;224.917;272.028;338.198;435.043;814.834;996.976;873.642;22.6942;3.9133
2006-09-13;233.173;279.329;335.077;423.871;841.198;976.544;873.642;21.1237;3.9133
2006-09-14;220.83;267.22;335.077;409.145;857.201;976.544;873.642;19.6273;3.9133
2006-09-15;212.735;257.751;331.966;401.855;835.894;976.544;864.337;19.6273;3.6141
2006-09-16;208.729;250.776;328.864;394.614;825.333;966.426;855.08;19.1447;3.6141
2006-09-17;204.75;248.475;322.689;383.846;804.396;966.426;855.08;18.67;3.3301
2006-09-18;200.798;241.643;322.689;380.282;794.021;966.426;845.873;18.67;3.3301
2006-09-19;196.874;239.39;319.616;376.73;788.856;976.544;845.873;18.2033;3.3301
2006-09-20;198.833;239.39;328.864;369.664;783.707;1007.29;845.873;18.67;3.3301
2006-09-21;210.729;250.776;331.966;355.682;804.396;1059.84;855.08;19.6273;3.9133
2006-09-22;293.879;333.528;335.077;352.219;814.834;1059.84;892.4;20.6167;3.3301
2006-09-23;330.776;378.501;341.328;348.767;804.396;1038.63;949.847;19.6273;3.3301
2006-09-24;282.672;336.245;369.924;352.219;804.396;1038.63;949.847;19.6273;3.061
2006-09-25;258.573;314.858;379.622;373.191;809.607;1028.11;940.15;19.1447;3.061
2006-09-26;282.672;336.245;392.68;394.614;794.021;1017.67;930.502;19.6273;3.061
2006-09-27;258.573;312.24;392.68;412.808;794.021;1017.67;911.353;20.6167;3.3301
2006-09-28;254.274;309.635;392.68;431.307;794.021;1038.63;911.353;20.6167;3.3301
2006-09-29;278.233;336.245;405.883;450.109;814.834;1038.63;911.353;21.6389;3.3301
2006-09-30;393.996;448.841;419.227;473.066;830.606;1028.11;930.502;22.6942;3.3301
2006-10-01;432.24;494.999;432.713;496.448;857.201;1017.67;930.502;23.2346;3.3301
2006-10-02;359.462;432.972;439.508;516.255;878.754;1017.67;911.353;22.6942;3.3301
2006-10-03;335.498;408.252;449.765;540.405;878.754;1017.67;901.852;21.6389;3.3301
2006-10-04;321.406;384.35;467.032;560.844;878.754;1007.29;901.852;21.6389;3.3301
2006-10-05;302.956;375.596;480.999;581.567;873.343;1007.29;901.852;22.1624;3.3301
2006-10-06;354.622;442.454;498.646;585.745;878.754;1017.67;892.4;22.6942;3.3301
2006-10-07;349.805;439.281;509.333;573.244;884.181;1038.63;892.4;23.7834;3.3301
2006-10-08;316.757;393.217;495.099;564.966;917.063;1059.84;901.852;27.869;3.9133
2006-10-09;293.879;358.43;473.999;560.844;956.121;1081.33;930.502;26.0651;4.5586
2006-10-10;289.377;355.613;467.032;556.734;990.195;1092.17;949.847;25.4816;5.2688
2006-10-11;262.897;336.245;467.032;573.244;1013.21;1103.08;979.23;24.9068;5.2688
2006-10-12;267.247;338.974;446.337;589.935;1024.82;1103.08;989.122;26.0651;4.9054
2006-10-13;282.672;350.017;436.106;598.347;1030.64;1114.06;999.063;28.4883;4.5586
2006-10-14;312.132;375.596;432.713;589.935;1089.7;1125.1;989.122;29.1167;8.8154
2006-10-15;384.013;414.355;432.713;577.4;1065.9;1136.21;999.063;33.776;8.8154
2006-10-16;369.213;461.768;439.508;560.844;1095.69;1181.33;1029.18;36.6491;8.8154
2006-10-17;333.134;439.281;470.511;548.547;1107.72;1251.05;1039.31;36.6491;9.3438
2006-10-18;335.498;420.509;509.333;548.547;1095.69;1298.91;1049.5;37.392;9.3438
2006-10-19;568.61;515.565;502.2;548.547;1089.7;1347.88;1122.16;38.1448;9.8921
2006-10-20;635.73;719.151;495.099;560.844;1095.69;1372.78;1175.52;39.6806;9.8921
2006-10-21;708.584;807.571;567.572;589.935;1107.72;1410.67;1230.1;39.6806;9.8921
2006-10-22;612.08;824.238;736.406;632.442;1131.95;1462.18;1331.4;41.2572;9.8921
2006-10-23;517.981;719.151;824.754;684.9;1156.42;1501.56;1377.69;39.6806;11.4833
2006-10-24;414.235;617.856;854.947;757.253;1181.13;1514.83;1424.75;39.6806;11.9801
2006-10-25;416.79;569.063;785.071;775.765;1256.7;1514.83;1472.59;42.8749;12.4863
2006-10-26;517.981;610.202;741.225;841.864;1275.93;1514.83;1496.8;44.5344;13.0017
2006-10-27;482.479;660.923;698.238;880.539;1321.31;1488.36;1521.2;45.38;14.0603
2006-10-28;455.791;598.821;702.972;870.809;1400.81;1514.83;1521.2;46.2362;15.1555
2006-10-29;381.532;533.066;736.406;846.663;1468.69;1555.08;1545.8;47.1031;16.2871
2006-10-30;330.776;448.841;693.516;832.298;1531.03;1623.61;1570.59;51.6005;17.4548
2006-10-31;307.532;402.2;631.674;822.772;1559.13;1722.63;1646.13;54.4316;16.2871
2006-11-01;302.956;445.641;567.572;808.561;1559.13;1766.18;1749.56;57.3644;16.2871
2006-11-02;384.013;468.31;530.93;775.765;1538.03;1840.26;1802.43;59.3771;17.4548
2006-11-03;384.013;474.904;516.5;757.253;1538.03;1900.88;1856.08;63.5424;18.6582
2006-11-04;354.622;484.892;530.93;720.736;1524.05;1962.72;1883.19;63.5424;18.6582
2006-11-05;345.012;536.606;571.281;689.342;1496.25;2041.74;1910.5;65.6962;19.2733
2006-11-06;479.786;680.768;578.721;680.469;1454.99;2106.35;1938.0;66.7911;19.2733
2006-11-07;487.882;905.897;578.721;693.795;1414.27;2139.12;1965.69;66.7911;19.2733
2006-11-08;800.334;1043.27;612.588;716.219;1387.41;2139.12;2021.65;67.8981;19.8972
2006-11-09;950.456;1057.58;722.013;757.253;1374.07;2188.86;2078.38;67.8981;19.8972
2006-11-10;940.162;1029.06;1043.62;813.288;1374.07;2239.31;2107.04;66.7911;19.2733
2006-11-11;967.701;919.168;1296.69;919.861;1407.53;2273.33;2253.21;66.7911;19.8972
2006-11-12;749.218;758.663;1325.94;1115.28;1454.99;2307.68;2407.77;66.7911;19.8972
2006-11-13;543.084;637.229;1320.07;1256.97;1510.12;2307.68;2479.84;67.8981;20.53
2006-11-14;401.543;558.124;1221.68;1364.48;1566.19;2324.97;2528.37;67.8981;22.4808
2006-11-15;345.012;508.657;989.942;1393.31;1666.56;2412.62;2552.77;70.1487;22.4808
2006-11-16;321.406;471.6;814.771;1451.67;1799.8;2484.19;2601.87;70.1487;22.4808
2006-11-17;298.405;442.454;698.238;1387.53;1922.18;2520.46;2601.87;70.1487;23.1485
2006-11-18;282.672;420.509;627.842;1190.78;2030.03;2545.84;2651.35;70.1487;23.1485
2006-11-19;271.622;408.252;589.939;1078.23;2091.86;2572.75;2701.21;70.1487;23.1485
2006-11-20;262.897;396.199;552.819;949.774;2112.65;2599.79;2701.21;69.0173;23.1485
2006-11-21;260.732;393.217;523.699;841.864;2081.49;2626.96;2676.23;67.8981;27.3359
2006-11-22;282.672;414.355;509.333;757.253;1979.14;2723.15;2676.23;66.7911;27.3359
2006-11-23;321.406;436.12;495.099;734.351;1860.53;2821.0;2827.5;65.6962;26.6166
2006-11-24;335.498;465.033;477.495;711.713;1740.0;2978.13;2904.4;65.6962;25.9058
2006-11-25;359.462;474.904;509.333;676.048;1623.19;3050.91;2904.4;66.7911;25.2035
2006-11-26;321.406;526.026;520.095;654.109;1524.05;3139.35;2982.14;72.4485;25.2035
2006-11-27;340.243;641.144;567.572;641.076;1454.99;3199.0;3220.33;72.4485;25.2035
2006-11-28;458.435;762.676;567.572;628.141;1407.53;3169.11;3274.27;72.4485;23.8249
2006-11-29;588.753;824.238;597.458;641.076;1380.74;3050.91;3383.24;73.617;23.8249
2006-11-30;594.554;766.701;717.237;662.852;1367.43;2949.26;3383.24;74.798;24.5099
2006-12-01;647.675;742.722;906.076;748.061;1434.56;2877.67;3274.27;74.798;28.8001
2006-12-02;644.681;849.579;1000.6;841.864;1427.78;2821.0;3140.11;78.4166;30.2981
2006-12-03;849.345;991.694;1049.04;954.794;1482.44;2764.89;3060.71;72.4485;31.0598
2006-12-04;846.045;1019.65;1087.24;1083.49;1538.03;2737.03;3008.23;71.2924;32.6083
2006-12-05;721.0;973.286;1221.68;1174.45;1608.85;2709.31;2956.13;70.1487;34.1901
2006-12-06;665.741;892.729;1325.94;1268.13;1710.45;2709.31;2956.13;71.2924;39.1343
2006-12-07;803.569;973.286;1244.6;1370.23;1814.9;2654.28;2956.13;72.4485;40.8481
2006-12-08;714.783;937.023;1165.03;1487.11;1929.95;2640.6;2853.04;77.1977;43.4797
2006-12-09;919.695;1101.13;1148.21;1534.86;2030.03;2626.96;2776.7;72.4485;48.0272
2006-12-10;855.958;991.694;1109.28;1504.95;2123.07;2613.36;2751.45;72.4485;48.9607
2006-12-11;671.803;849.579;1170.65;1481.18;2249.99;2599.79;2726.28;74.798;50.8517
2006-12-12;647.675;862.404;1244.6;1487.11;2347.3;2626.96;2701.21;77.1977;53.7478
2006-12-13;849.345;1191.06;1198.91;1540.87;2380.14;2849.27;2853.04;78.4166;59.7528
2006-12-14;971.164;1365.78;1221.68;1595.34;2479.87;3021.69;3113.55;89.6256;66.0388
2006-12-15;1027.16;1382.3;1536.73;1681.48;2513.51;3169.11;3355.86;91.6587;76.1431
2006-12-16;826.343;1191.06;1743.42;1731.46;2558.68;3259.18;3577.41;95.7474;86.2912
2006-12-17;869.24;1086.51;1774.89;1794.71;2592.79;3319.9;3718.8;99.8653;93.5168
2006-12-18;1037.79;1201.29;1696.59;1891.17;2638.58;3381.16;3833.51;106.095;105.06
2006-12-19;926.5;1290.1;1680.86;2002.75;2707.93;3442.96;3891.39;125.146;122.231
2006-12-20;1006.03;1333.06;1719.95;2096.44;2778.07;3536.67;4037.64;149.102;129.875
2006-12-21;797.104;1170.75;1774.89;2184.86;2849.0;3631.59;4126.44;166.943;135.382
2006-12-22;702.405;987.075;1814.52;2239.96;2944.8;3792.48;4186.08;175.987;142.04
2006-12-23;612.08;884.007;1680.86;2288.58;3017.56;3825.07;4336.69;182.821;146.508
2006-12-24;659.699;841.086;1586.37;2330.58;3115.8;3841.41;4397.54;182.821;148.75
2006-12-25;638.708;815.882;1457.21;2387.01;3190.39;3825.07;4397.54;192.0;150.998
2006-12-26;568.61;742.722;1385.09;2436.35;3265.76;3923.61;4397.54;201.253;150.998
2006-12-27;498.752;664.92;1296.69;2469.14;3329.15;3874.19;4397.54;212.918;153.252
2006-12-28;493.307;633.327;1210.28;2458.18;3393.09;3923.61;4397.54;219.97;156.643
2006-12-29;526.301;649.015;1109.28;2387.01;3470.52;3989.98;4397.54;234.185;162.322
2006-12-30;612.08;726.963;1043.62;2246.88;3561.83;4023.37;4397.54;238.956;168.034
2006-12-31;816.555;968.713;1038.21;2150.69;3601.28;4107.42;4397.54;243.743;180.714
2007-01-01;1013.06;1316.86;1098.24;1976.28;3627.69;4158.25;4489.47;248.546;192.371
2007-01-02;964.243;1371.28;1349.49;1884.68;3640.92;4226.5;4551.18;260.621;194.717
2007-01-03;1404.63;1582.9;1617.66;1858.8;3640.92;4312.56;4675.62;265.477;198.245
2007-01-04;1200.63;1661.12;1704.37;1884.68;3627.69;4416.93;4738.36;272.789;205.332
